Transaction ID,Product Name,Category,Sales Channel,Region,State,Store Type,Quantity Sold,Unit Price,Revenue,Cost Price,Returns,Inventory at Sale,Customer ID,Order Date,Discount %,Footfall,Order Year,Order Month,Order Quarter,Product Size
TID01546,Red Bull,Beverages,Offline,South,Tamil Nadu,Supermarket,40,125,5000,105,0,61,CID29,12-10-2023,24,1253,2023,10,4,250ml
TID01547,Coca-Cola,Beverages,Online,North,Tamil Nadu,Department Store,41,45,1845,35,4,49,CID473,25-12-2023,3,1681,2023,12,4,750ml
TID01548,Harpic,Household,Offline,North,Uttar Pradesh,Department Store,6,95,570,80,1,17,CID423,04-07-2024,13,1907,2024,7,3,500ml
TID01549,Lizol,Household,Online,East,Delhi,Supermarket,30,190,5700,160,0,43,CID340,04-06-2023,21,1755,2023,6,2,975ml
TID01550,Parle G,Snacks,Online,South,West Bengal,Supermarket,46,40,1840,30,5,54,CID211,19-12-2024,11,172,2024,12,4,300g
TID01551,Lifebuoy,Personal Care,Online,East,Tamil Nadu,Convenience Store,28,35,980,25,1,45,CID99,13-11-2024,23,1135,2024,11,4,100g
TID01552,Dettol Surface Cleaner,Household,Offline,South,Maharashtra,Online,34,120,4080,100,0,47,CID165,02-10-2023,16,1669,2023,10,4,500ml
TID01553,Surf Excel,Household,Offline,West,Uttar Pradesh,Convenience Store,15,250,3750,220,2,33,CID77,23-01-2024,10,440,2024,1,1,1kg
TID01554,Red Bull,Beverages,Offline,East,Uttar Pradesh,Online,17,125,2125,105,3,32,CID499,04-02-2025,29,651,2025,2,1,250ml
TID01555,Tropicana Juice,Beverages,Offline,North,Delhi,Convenience Store,38,110,4180,90,4,45,CID147,15-10-2023,9,1146,2023,10,4,1L
TID01556,Mother Dairy Milk,Dairy,Online,South,Delhi,Convenience Store,26,60,1560,52,5,34,CID376,28-06-2024,16,931,2024,6,2,1L
TID01557,Mother Dairy Milk,Dairy,Online,West,West Bengal,Supermarket,42,60,2520,52,0,59,CID371,15-10-2024,27,1458,2024,10,4,1L
TID01558,Surf Excel,Household,Online,North,Tamil Nadu,Online,37,250,9250,220,3,54,CID121,30-01-2025,26,352,2025,1,1,1kg
TID01559,Mother Dairy Milk,Dairy,Offline,East,Delhi,Online,6,60,360,52,4,11,CID290,31-08-2023,8,1545,2023,8,3,1L
TID01560,Kurkure,Snacks,Offline,South,Delhi,Supermarket,11,20,220,13,0,31,CID226,29-11-2024,11,1822,2024,11,4,90g
TID01561,Dove Soap,Personal Care,Offline,South,West Bengal,Department Store,24,45,1080,35,4,46,CID190,14-12-2024,5,646,2024,12,4,100g
TID01562,Amul Butter,Dairy,Online,North,West Bengal,Convenience Store,23,275,6325,250,0,39,CID155,16-06-2024,6,491,2024,6,2,500g
TID01563,Lays Chips,Snacks,Offline,North,Tamil Nadu,Convenience Store,17,20,340,14,2,38,CID282,09-07-2024,3,1993,2024,7,3,52g
TID01564,Colgate Toothpaste,Personal Care,Online,East,West Bengal,Department Store,38,110,4180,95,3,61,CID18,31-10-2023,20,728,2023,10,4,150g
TID01565,Tropicana Juice,Beverages,Offline,West,Delhi,Supermarket,28,110,3080,90,4,34,CID485,24-03-2024,0,1744,2024,3,1,1L
TID01566,Kurkure,Snacks,Online,North,West Bengal,Convenience Store,18,20,360,13,4,25,CID347,25-02-2024,18,657,2024,2,1,90g
TID01567,Parle G,Snacks,Offline,North,Delhi,Supermarket,23,40,920,30,0,46,CID336,02-10-2023,19,822,2023,10,4,300g
TID01568,Kurkure,Snacks,Online,North,Uttar Pradesh,Convenience Store,50,20,1000,13,0,56,CID255,11-08-2024,19,1024,2024,8,3,90g
TID01569,Colgate Toothpaste,Personal Care,Offline,West,Maharashtra,Supermarket,44,110,4840,95,4,49,CID492,23-11-2024,15,1114,2024,11,4,150g
TID01570,Dettol Surface Cleaner,Household,Offline,East,Uttar Pradesh,Convenience Store,34,120,4080,100,3,56,CID234,01-06-2023,26,475,2023,6,2,500ml
TID01571,Lizol,Household,Online,West,Uttar Pradesh,Convenience Store,36,190,6840,160,3,46,CID353,03-11-2024,11,1099,2024,11,4,975ml
TID01572,Pantene Shampoo,Personal Care,Offline,East,Maharashtra,Convenience Store,20,120,2400,100,1,44,CID390,18-10-2024,19,83,2024,10,4,180ml
TID01573,Red Bull,Beverages,Online,West,Uttar Pradesh,Department Store,44,125,5500,105,0,59,CID427,29-08-2023,18,1912,2023,8,3,250ml
TID01574,Lifebuoy,Personal Care,Offline,South,West Bengal,Department Store,5,35,175,25,4,20,CID79,11-10-2023,15,1477,2023,10,4,100g
TID01575,Harpic,Household,Offline,North,West Bengal,Department Store,12,95,1140,80,4,35,CID210,24-05-2024,17,464,2024,5,2,500ml
TID01576,Nivea Cream,Personal Care,Online,South,Tamil Nadu,Online,40,249,9960,220,2,55,CID27,31-01-2025,19,1204,2025,1,1,200ml
TID01577,Dettol Surface Cleaner,Household,Offline,East,Uttar Pradesh,Online,32,120,3840,100,0,40,CID297,04-03-2024,18,344,2024,3,1,500ml
TID01578,Lays Chips,Snacks,Online,East,Tamil Nadu,Department Store,7,20,140,14,2,19,CID463,26-12-2024,20,1070,2024,12,4,52g
TID01579,Harpic,Household,Online,East,Maharashtra,Convenience Store,1,95,95,80,4,25,CID420,15-03-2024,13,1936,2024,3,1,500ml
TID01580,Lizol,Household,Online,East,Tamil Nadu,Convenience Store,26,190,4940,160,3,43,CID270,13-12-2024,14,938,2024,12,4,975ml
TID01581,Kurkure,Snacks,Offline,East,Uttar Pradesh,Supermarket,18,20,360,13,3,40,CID6,04-04-2024,24,1481,2024,4,2,90g
TID01582,Haldiram Bhujia,Snacks,Online,North,West Bengal,Department Store,24,55,1320,45,4,36,CID79,21-03-2024,22,231,2024,3,1,200g
TID01583,Harpic,Household,Online,South,Delhi,Convenience Store,5,95,475,80,3,25,CID320,07-02-2024,17,574,2024,2,1,500ml
TID01584,Amul Butter,Dairy,Online,West,Delhi,Online,45,275,12375,250,2,55,CID479,13-08-2024,21,510,2024,8,3,500g
TID01585,Vim Bar,Household,Online,West,Tamil Nadu,Supermarket,31,25,775,20,1,44,CID472,14-02-2025,11,852,2025,2,1,300g
TID01586,Lizol,Household,Online,West,West Bengal,Convenience Store,2,190,380,160,2,21,CID40,13-07-2023,13,1734,2023,7,3,975ml
TID01587,Danone Curd,Dairy,Online,South,Delhi,Department Store,36,60,2160,50,4,47,CID45,28-03-2025,1,998,2025,3,1,400g
TID01588,Nestle Yogurt,Dairy,Offline,East,Tamil Nadu,Online,40,25,1000,20,4,56,CID202,18-10-2024,16,1651,2024,10,4,100g
TID01589,Lifebuoy,Personal Care,Online,North,Tamil Nadu,Convenience Store,29,35,1015,25,5,34,CID248,11-02-2024,22,1580,2024,2,1,100g
TID01590,Danone Curd,Dairy,Online,South,Delhi,Supermarket,37,60,2220,50,1,57,CID349,06-04-2023,21,1587,2023,4,2,400g
TID01591,Amul Cheese,Dairy,Offline,West,Tamil Nadu,Convenience Store,30,130,3900,110,4,47,CID152,09-11-2024,7,827,2024,11,4,200g
TID01592,Coca-Cola,Beverages,Online,North,Delhi,Convenience Store,3,45,135,35,5,15,CID479,23-12-2023,12,1710,2023,12,4,750ml
TID01593,Tropicana Juice,Beverages,Online,South,Tamil Nadu,Department Store,7,110,770,90,0,29,CID269,24-08-2024,19,1718,2024,8,3,1L
TID01594,Tropicana Juice,Beverages,Offline,North,West Bengal,Department Store,38,110,4180,90,5,58,CID364,23-05-2024,24,1488,2024,5,2,1L
TID01595,Surf Excel,Household,Offline,North,West Bengal,Online,27,250,6750,220,1,45,CID488,08-01-2025,19,1121,2025,1,1,1kg
TID01596,Pantene Shampoo,Personal Care,Offline,East,West Bengal,Department Store,11,120,1320,100,5,22,CID30,20-10-2023,17,318,2023,10,4,180ml
TID01597,Haldiram Bhujia,Snacks,Offline,West,West Bengal,Convenience Store,20,55,1100,45,2,31,CID45,22-05-2023,13,732,2023,5,2,200g
TID01598,Tropicana Juice,Beverages,Online,East,Maharashtra,Department Store,49,110,5390,90,5,73,CID276,03-03-2024,17,1925,2024,3,1,1L
TID01599,Bingo,Snacks,Online,North,Uttar Pradesh,Department Store,32,18,576,12,4,50,CID84,29-05-2023,12,1081,2023,5,2,85g
TID01600,Dove Soap,Personal Care,Online,North,Delhi,Convenience Store,43,45,1935,35,0,59,CID249,20-10-2024,12,602,2024,10,4,100g
TID01601,Bisleri Water,Beverages,Online,West,Tamil Nadu,Convenience Store,30,20,600,15,1,54,CID439,14-07-2023,21,1693,2023,7,3,1L
TID01602,Lifebuoy,Personal Care,Online,North,Maharashtra,Department Store,42,35,1470,25,3,48,CID280,09-05-2024,26,1561,2024,5,2,100g
TID01603,Lifebuoy,Personal Care,Online,North,West Bengal,Online,14,35,490,25,5,25,CID252,28-01-2024,0,929,2024,1,1,100g
TID01604,Vim Bar,Household,Offline,South,Uttar Pradesh,Department Store,30,25,750,20,2,51,CID433,15-07-2023,15,326,2023,7,3,300g
TID01605,Surf Excel,Household,Offline,West,Tamil Nadu,Online,19,250,4750,220,1,25,CID282,27-09-2023,27,1688,2023,9,3,1kg
TID01606,Lays Chips,Snacks,Online,South,Maharashtra,Department Store,50,20,1000,14,4,70,CID58,23-03-2025,12,1831,2025,3,1,52g
TID01607,Bingo,Snacks,Online,West,Uttar Pradesh,Online,14,18,252,12,5,19,CID489,07-11-2023,22,1147,2023,11,4,85g
TID01608,Dove Soap,Personal Care,Online,South,Maharashtra,Supermarket,32,45,1440,35,5,39,CID96,07-04-2024,26,1109,2024,4,2,100g
TID01609,Surf Excel,Household,Offline,South,West Bengal,Department Store,17,250,4250,220,4,39,CID319,20-03-2024,28,457,2024,3,1,1kg
TID01610,Surf Excel,Household,Online,South,West Bengal,Convenience Store,39,250,9750,220,2,55,CID469,05-11-2023,14,734,2023,11,4,1kg
TID01611,Pantene Shampoo,Personal Care,Offline,South,West Bengal,Convenience Store,42,120,5040,100,2,58,CID115,12-03-2025,9,724,2025,3,1,180ml
TID01612,Danone Curd,Dairy,Offline,West,Tamil Nadu,Supermarket,44,60,2640,50,1,60,CID259,25-07-2023,5,1985,2023,7,3,400g
TID01613,Lizol,Household,Online,West,West Bengal,Department Store,23,190,4370,160,1,28,CID353,25-02-2024,19,681,2024,2,1,975ml
TID01614,Kurkure,Snacks,Online,North,Maharashtra,Department Store,25,20,500,13,2,40,CID392,05-03-2024,27,1992,2024,3,1,90g
TID01615,Dettol Surface Cleaner,Household,Offline,South,Maharashtra,Online,4,120,480,100,2,13,CID281,03-06-2024,24,1521,2024,6,2,500ml
TID01616,Kurkure,Snacks,Online,North,Maharashtra,Supermarket,39,20,780,13,3,48,CID153,04-02-2025,15,1924,2025,2,1,90g
TID01617,Lizol,Household,Offline,South,Tamil Nadu,Convenience Store,7,190,1330,160,2,13,CID266,27-05-2024,28,1144,2024,5,2,975ml
TID01618,Amul Cheese,Dairy,Online,West,Maharashtra,Online,15,130,1950,110,5,21,CID437,10-04-2023,3,1113,2023,4,2,200g
TID01619,Bisleri Water,Beverages,Online,East,Tamil Nadu,Convenience Store,32,20,640,15,2,46,CID350,16-09-2024,15,1119,2024,9,3,1L
TID01620,Surf Excel,Household,Offline,West,Uttar Pradesh,Supermarket,27,250,6750,220,0,47,CID179,29-12-2024,14,661,2024,12,4,1kg
TID01621,Lays Chips,Snacks,Online,East,Tamil Nadu,Department Store,47,20,940,14,3,54,CID128,09-08-2024,10,1703,2024,8,3,52g
TID01622,Parle G,Snacks,Online,West,Tamil Nadu,Convenience Store,28,40,1120,30,4,39,CID379,12-09-2024,16,757,2024,9,3,300g
TID01623,Lifebuoy,Personal Care,Online,South,Delhi,Department Store,16,35,560,25,5,23,CID432,27-06-2023,9,1664,2023,6,2,100g
TID01624,Pantene Shampoo,Personal Care,Online,East,Delhi,Supermarket,10,120,1200,100,5,29,CID103,06-12-2024,26,364,2024,12,4,180ml
TID01625,Frooti,Beverages,Offline,West,Delhi,Supermarket,19,60,1140,50,3,25,CID319,22-10-2023,11,867,2023,10,4,1.2L
TID01626,Bingo,Snacks,Offline,West,Delhi,Online,29,18,522,12,5,42,CID344,05-11-2023,17,200,2023,11,4,85g
TID01627,Harpic,Household,Offline,West,Uttar Pradesh,Department Store,15,95,1425,80,1,30,CID108,12-03-2024,3,1861,2024,3,1,500ml
TID01628,Kurkure,Snacks,Online,West,Tamil Nadu,Convenience Store,15,20,300,13,5,25,CID105,01-08-2024,14,1751,2024,8,3,90g
TID01629,Pantene Shampoo,Personal Care,Offline,East,Uttar Pradesh,Supermarket,44,120,5280,100,2,59,CID182,16-09-2023,24,1388,2023,9,3,180ml
TID01630,Lays Chips,Snacks,Offline,South,Maharashtra,Supermarket,16,20,320,14,0,32,CID362,22-09-2023,21,1079,2023,9,3,52g
TID01631,Lifebuoy,Personal Care,Online,South,West Bengal,Convenience Store,10,35,350,25,0,30,CID430,17-12-2023,15,770,2023,12,4,100g
TID01632,Nestle Yogurt,Dairy,Online,South,Delhi,Convenience Store,24,25,600,20,1,47,CID203,27-03-2024,9,715,2024,3,1,100g
TID01633,Kurkure,Snacks,Online,East,Uttar Pradesh,Online,37,20,740,13,5,58,CID270,26-05-2023,11,186,2023,5,2,90g
TID01634,Bingo,Snacks,Offline,South,Delhi,Online,4,18,72,12,4,26,CID8,22-11-2023,9,379,2023,11,4,85g
TID01635,Amul Cheese,Dairy,Online,West,Tamil Nadu,Department Store,3,130,390,110,3,10,CID188,27-06-2023,30,641,2023,6,2,200g
TID01636,Lays Chips,Snacks,Online,West,Delhi,Department Store,32,20,640,14,1,47,CID287,19-02-2024,28,1159,2024,2,1,52g
TID01637,Colgate Toothpaste,Personal Care,Online,North,Tamil Nadu,Convenience Store,23,110,2530,95,3,30,CID208,12-08-2023,15,1569,2023,8,3,150g
TID01638,Dettol Surface Cleaner,Household,Online,South,West Bengal,Department Store,47,120,5640,100,1,71,CID66,30-12-2024,11,940,2024,12,4,500ml
TID01639,Parle G,Snacks,Offline,South,Tamil Nadu,Convenience Store,10,40,400,30,0,16,CID37,28-04-2023,28,363,2023,4,2,300g
TID01640,Nestle Yogurt,Dairy,Offline,West,Tamil Nadu,Online,46,25,1150,20,2,70,CID48,14-03-2025,16,1893,2025,3,1,100g
TID01641,Lays Chips,Snacks,Online,South,West Bengal,Convenience Store,11,20,220,14,2,23,CID11,25-03-2024,23,1862,2024,3,1,52g
TID01642,Amul Cheese,Dairy,Offline,South,West Bengal,Supermarket,49,130,6370,110,2,67,CID293,01-10-2024,18,1116,2024,10,4,200g
TID01643,Parle G,Snacks,Online,North,Delhi,Online,33,40,1320,30,4,40,CID165,30-01-2025,0,1287,2025,1,1,300g
TID01644,Red Bull,Beverages,Offline,South,Maharashtra,Department Store,45,125,5625,105,5,52,CID279,10-08-2023,21,476,2023,8,3,250ml
TID01645,Mother Dairy Milk,Dairy,Offline,North,Maharashtra,Convenience Store,25,60,1500,52,3,43,CID254,06-11-2023,22,1122,2023,11,4,1L
TID01646,Dettol Surface Cleaner,Household,Offline,North,Maharashtra,Convenience Store,26,120,3120,100,1,48,CID123,11-08-2023,27,582,2023,8,3,500ml
TID01647,Vim Bar,Household,Online,West,Delhi,Department Store,5,25,125,20,5,23,CID416,10-08-2023,5,745,2023,8,3,300g
TID01648,Lifebuoy,Personal Care,Online,North,Uttar Pradesh,Online,10,35,350,25,3,28,CID264,24-04-2023,1,1918,2023,4,2,100g
TID01649,Bingo,Snacks,Offline,East,Maharashtra,Supermarket,11,18,198,12,3,32,CID499,19-07-2024,26,720,2024,7,3,85g
TID01650,Coca-Cola,Beverages,Offline,East,West Bengal,Convenience Store,33,45,1485,35,1,51,CID428,26-07-2023,0,744,2023,7,3,750ml
TID01651,Lays Chips,Snacks,Online,West,Delhi,Convenience Store,25,20,500,14,2,31,CID129,30-04-2024,27,237,2024,4,2,52g
TID01652,Kurkure,Snacks,Online,South,Tamil Nadu,Online,6,20,120,13,5,20,CID497,20-09-2024,23,128,2024,9,3,90g
TID01653,Harpic,Household,Online,South,West Bengal,Supermarket,21,95,1995,80,1,34,CID313,29-11-2023,0,746,2023,11,4,500ml
TID01654,Dettol Surface Cleaner,Household,Offline,East,West Bengal,Department Store,30,120,3600,100,5,52,CID166,18-01-2024,29,111,2024,1,1,500ml
TID01655,Surf Excel,Household,Online,South,Uttar Pradesh,Department Store,35,250,8750,220,1,50,CID193,27-11-2024,22,567,2024,11,4,1kg
TID01656,Coca-Cola,Beverages,Offline,West,West Bengal,Supermarket,35,45,1575,35,4,44,CID192,19-02-2024,6,407,2024,2,1,750ml
TID01657,Coca-Cola,Beverages,Online,South,Tamil Nadu,Convenience Store,38,45,1710,35,4,53,CID445,13-06-2024,13,266,2024,6,2,750ml
TID01658,Frooti,Beverages,Online,North,West Bengal,Convenience Store,50,60,3000,50,2,57,CID489,01-01-2024,17,1973,2024,1,1,1.2L
TID01659,Bingo,Snacks,Online,West,Delhi,Convenience Store,37,18,666,12,2,52,CID136,01-10-2024,18,1974,2024,10,4,85g
TID01660,Kurkure,Snacks,Online,East,Tamil Nadu,Department Store,50,20,1000,13,0,66,CID106,20-10-2024,23,738,2024,10,4,90g
TID01661,Surf Excel,Household,Online,West,Tamil Nadu,Convenience Store,25,250,6250,220,3,38,CID197,01-06-2024,15,208,2024,6,2,1kg
TID01662,Harpic,Household,Online,North,Tamil Nadu,Convenience Store,23,95,2185,80,4,41,CID268,21-12-2024,9,1107,2024,12,4,500ml
TID01663,Bingo,Snacks,Offline,South,Tamil Nadu,Online,38,18,684,12,1,55,CID439,03-06-2024,4,512,2024,6,2,85g
TID01664,Colgate Toothpaste,Personal Care,Online,East,Tamil Nadu,Supermarket,11,110,1210,95,5,20,CID491,07-07-2023,6,1254,2023,7,3,150g
TID01665,Amul Butter,Dairy,Offline,East,Uttar Pradesh,Convenience Store,22,275,6050,250,5,43,CID146,20-12-2024,20,521,2024,12,4,500g
TID01666,Amul Cheese,Dairy,Offline,North,West Bengal,Online,36,130,4680,110,2,44,CID57,14-11-2024,1,236,2024,11,4,200g
TID01667,Kurkure,Snacks,Offline,South,Maharashtra,Online,6,20,120,13,5,15,CID290,07-10-2024,4,580,2024,10,4,90g
TID01668,Amul Cheese,Dairy,Online,East,Uttar Pradesh,Supermarket,7,130,910,110,2,24,CID58,07-12-2023,2,455,2023,12,4,200g
TID01669,Colgate Toothpaste,Personal Care,Online,North,Delhi,Convenience Store,31,110,3410,95,3,44,CID306,15-12-2024,11,1253,2024,12,4,150g
TID01670,Dettol Surface Cleaner,Household,Offline,West,Delhi,Convenience Store,22,120,2640,100,4,44,CID191,20-11-2023,1,1994,2023,11,4,500ml
TID01671,Harpic,Household,Offline,East,Tamil Nadu,Supermarket,37,95,3515,80,2,60,CID382,29-11-2024,13,582,2024,11,4,500ml
TID01672,Lays Chips,Snacks,Offline,West,Uttar Pradesh,Supermarket,50,20,1000,14,1,69,CID18,18-05-2023,24,1739,2023,5,2,52g
TID01673,Tropicana Juice,Beverages,Offline,North,Uttar Pradesh,Department Store,10,110,1100,90,3,23,CID406,19-01-2025,16,725,2025,1,1,1L
TID01674,Dettol Surface Cleaner,Household,Offline,South,Maharashtra,Online,23,120,2760,100,4,40,CID130,02-10-2023,29,1242,2023,10,4,500ml
TID01675,Nestle Yogurt,Dairy,Offline,East,Maharashtra,Convenience Store,38,25,950,20,0,60,CID76,23-11-2023,19,1679,2023,11,4,100g
TID01676,Coca-Cola,Beverages,Offline,East,Delhi,Convenience Store,35,45,1575,35,3,52,CID197,26-06-2024,21,1315,2024,6,2,750ml
TID01677,Danone Curd,Dairy,Online,West,Delhi,Online,32,60,1920,50,2,51,CID9,08-12-2023,7,1514,2023,12,4,400g
TID01678,Harpic,Household,Online,East,Maharashtra,Supermarket,3,95,285,80,0,22,CID49,19-03-2024,23,535,2024,3,1,500ml
TID01679,Pantene Shampoo,Personal Care,Offline,East,Delhi,Convenience Store,32,120,3840,100,3,39,CID380,21-06-2023,6,701,2023,6,2,180ml
TID01680,Surf Excel,Household,Offline,West,Delhi,Online,36,250,9000,220,2,58,CID187,28-10-2023,27,1736,2023,10,4,1kg
TID01681,Colgate Toothpaste,Personal Care,Online,North,Tamil Nadu,Convenience Store,16,110,1760,95,4,31,CID186,18-03-2025,12,522,2025,3,1,150g
TID01682,Parle G,Snacks,Offline,South,Delhi,Department Store,46,40,1840,30,3,55,CID303,17-04-2024,20,1483,2024,4,2,300g
TID01683,Nivea Cream,Personal Care,Offline,South,West Bengal,Convenience Store,32,249,7968,220,5,40,CID315,02-10-2024,21,875,2024,10,4,200ml
TID01684,Colgate Toothpaste,Personal Care,Online,West,Maharashtra,Department Store,31,110,3410,95,1,52,CID430,29-01-2025,18,1596,2025,1,1,150g
TID01685,Red Bull,Beverages,Online,South,Delhi,Supermarket,27,125,3375,105,4,42,CID424,10-12-2024,1,1725,2024,12,4,250ml
TID01686,Lays Chips,Snacks,Offline,East,West Bengal,Online,19,20,380,14,5,35,CID261,07-09-2023,19,790,2023,9,3,52g
TID01687,Kurkure,Snacks,Online,North,Tamil Nadu,Convenience Store,38,20,760,13,5,52,CID286,01-10-2024,0,1314,2024,10,4,90g
TID01688,Colgate Toothpaste,Personal Care,Offline,East,Uttar Pradesh,Convenience Store,3,110,330,95,2,14,CID336,02-05-2024,16,110,2024,5,2,150g
TID01689,Haldiram Bhujia,Snacks,Offline,West,Tamil Nadu,Department Store,10,55,550,45,4,28,CID371,10-09-2024,17,1963,2024,9,3,200g
TID01690,Harpic,Household,Offline,East,Delhi,Department Store,35,95,3325,80,4,43,CID184,26-10-2024,21,1290,2024,10,4,500ml
TID01691,Frooti,Beverages,Offline,North,Delhi,Online,47,60,2820,50,5,66,CID72,23-03-2024,20,741,2024,3,1,1.2L
TID01692,Frooti,Beverages,Offline,North,Uttar Pradesh,Supermarket,37,60,2220,50,2,60,CID292,20-10-2024,29,594,2024,10,4,1.2L
TID01693,Dove Soap,Personal Care,Online,North,Maharashtra,Supermarket,2,45,90,35,0,13,CID471,13-03-2025,14,308,2025,3,1,100g
TID01694,Lizol,Household,Offline,East,Delhi,Department Store,28,190,5320,160,1,45,CID311,17-04-2024,29,838,2024,4,2,975ml
TID01695,Lays Chips,Snacks,Online,West,Delhi,Department Store,11,20,220,14,4,33,CID481,29-04-2024,2,1279,2024,4,2,52g
TID01696,Dettol Surface Cleaner,Household,Offline,East,West Bengal,Supermarket,12,120,1440,100,1,30,CID12,18-11-2024,9,1113,2024,11,4,500ml
TID01697,Frooti,Beverages,Online,West,Delhi,Supermarket,15,60,900,50,1,22,CID298,11-05-2023,16,513,2023,5,2,1.2L
TID01698,Surf Excel,Household,Offline,West,West Bengal,Supermarket,23,250,5750,220,4,29,CID219,23-07-2024,5,1219,2024,7,3,1kg
TID01699,Red Bull,Beverages,Online,East,West Bengal,Supermarket,47,125,5875,105,4,59,CID402,10-01-2025,26,1086,2025,1,1,250ml
TID01700,Lifebuoy,Personal Care,Offline,North,Uttar Pradesh,Convenience Store,47,35,1645,25,5,65,CID312,23-04-2023,8,1701,2023,4,2,100g
TID01701,Haldiram Bhujia,Snacks,Offline,South,Uttar Pradesh,Online,21,55,1155,45,5,26,CID144,06-04-2023,17,1059,2023,4,2,200g
TID01702,Amul Cheese,Dairy,Offline,West,Delhi,Department Store,5,130,650,110,0,12,CID146,09-03-2024,11,1456,2024,3,1,200g
TID01703,Dettol Surface Cleaner,Household,Online,West,West Bengal,Supermarket,22,120,2640,100,1,27,CID120,14-12-2023,27,1823,2023,12,4,500ml
TID01704,Tropicana Juice,Beverages,Online,West,Uttar Pradesh,Convenience Store,47,110,5170,90,5,60,CID285,25-09-2024,21,1137,2024,9,3,1L
TID01705,Lays Chips,Snacks,Online,West,West Bengal,Department Store,18,20,360,14,3,27,CID440,02-03-2024,11,1897,2024,3,1,52g
TID01706,Danone Curd,Dairy,Offline,North,West Bengal,Online,50,60,3000,50,0,66,CID301,02-01-2024,19,1142,2024,1,1,400g
TID01707,Bisleri Water,Beverages,Online,North,West Bengal,Online,6,20,120,15,1,29,CID430,16-03-2025,20,1110,2025,3,1,1L
TID01708,Danone Curd,Dairy,Offline,North,Tamil Nadu,Online,49,60,2940,50,1,55,CID457,02-02-2025,13,1121,2025,2,1,400g
TID01709,Pantene Shampoo,Personal Care,Online,South,West Bengal,Convenience Store,22,120,2640,100,4,30,CID474,13-12-2024,27,507,2024,12,4,180ml
TID01710,Tropicana Juice,Beverages,Offline,South,Delhi,Convenience Store,18,110,1980,90,2,35,CID103,13-04-2024,13,1897,2024,4,2,1L
TID01711,Bisleri Water,Beverages,Online,West,Maharashtra,Convenience Store,4,20,80,15,2,12,CID264,13-02-2025,27,52,2025,2,1,1L
TID01712,Mother Dairy Milk,Dairy,Offline,East,West Bengal,Online,2,60,120,52,5,14,CID298,04-12-2024,13,955,2024,12,4,1L
TID01713,Red Bull,Beverages,Online,North,West Bengal,Department Store,3,125,375,105,0,26,CID156,12-05-2023,12,1218,2023,5,2,250ml
TID01714,Danone Curd,Dairy,Offline,North,Delhi,Convenience Store,5,60,300,50,5,25,CID329,29-04-2023,24,1708,2023,4,2,400g
TID01715,Danone Curd,Dairy,Online,West,Delhi,Supermarket,21,60,1260,50,2,34,CID163,28-06-2023,10,1013,2023,6,2,400g
TID01716,Lifebuoy,Personal Care,Offline,South,Maharashtra,Convenience Store,1,35,35,25,3,22,CID21,02-11-2024,10,885,2024,11,4,100g
TID01717,Tropicana Juice,Beverages,Offline,North,Maharashtra,Convenience Store,13,110,1430,90,1,21,CID200,02-05-2024,16,1365,2024,5,2,1L
TID01718,Mother Dairy Milk,Dairy,Online,North,Maharashtra,Department Store,43,60,2580,52,0,51,CID267,21-02-2025,3,1311,2025,2,1,1L
TID01719,Vim Bar,Household,Online,East,Maharashtra,Supermarket,31,25,775,20,4,45,CID340,08-09-2023,13,717,2023,9,3,300g
TID01720,Haldiram Bhujia,Snacks,Online,East,Delhi,Convenience Store,5,55,275,45,1,20,CID381,20-05-2024,22,1640,2024,5,2,200g
TID01721,Amul Cheese,Dairy,Online,West,Maharashtra,Supermarket,16,130,2080,110,4,27,CID454,13-02-2024,11,112,2024,2,1,200g
TID01722,Amul Cheese,Dairy,Online,West,Maharashtra,Department Store,44,130,5720,110,1,65,CID158,03-06-2024,26,1058,2024,6,2,200g
TID01723,Nivea Cream,Personal Care,Online,North,West Bengal,Supermarket,16,249,3984,220,2,23,CID273,25-11-2023,21,1844,2023,11,4,200ml
TID01724,Danone Curd,Dairy,Online,West,Uttar Pradesh,Online,23,60,1380,50,2,34,CID138,21-10-2023,14,445,2023,10,4,400g
TID01725,Bingo,Snacks,Offline,South,West Bengal,Department Store,36,18,648,12,3,60,CID494,29-12-2024,1,1118,2024,12,4,85g
TID01726,Bingo,Snacks,Offline,South,Delhi,Online,21,18,378,12,2,45,CID396,08-01-2024,8,1365,2024,1,1,85g
TID01727,Harpic,Household,Offline,West,Tamil Nadu,Online,14,95,1330,80,3,34,CID416,25-06-2024,17,1345,2024,6,2,500ml
TID01728,Pantene Shampoo,Personal Care,Online,West,West Bengal,Convenience Store,28,120,3360,100,1,44,CID238,26-12-2024,14,204,2024,12,4,180ml
TID01729,Kurkure,Snacks,Online,West,Uttar Pradesh,Supermarket,29,20,580,13,3,46,CID123,19-07-2023,20,932,2023,7,3,90g
TID01730,Vim Bar,Household,Online,East,Tamil Nadu,Supermarket,37,25,925,20,2,52,CID3,29-03-2024,7,292,2024,3,1,300g
TID01731,Amul Butter,Dairy,Online,South,Maharashtra,Online,11,275,3025,250,5,35,CID430,14-05-2024,2,662,2024,5,2,500g
TID01732,Amul Cheese,Dairy,Offline,West,Tamil Nadu,Online,25,130,3250,110,1,42,CID415,27-05-2023,16,726,2023,5,2,200g
